client_id,birth_number,district_id,sex,age,age_range
1088,695823,47,woman,69,7
1089,391209,1,man,39,4
1090,395620,35,woman,39,4
1091,405627,59,woman,40,5
1092,625720,41,woman,62,7
1093,765728,62,woman,76,8
1094,606004,30,woman,60,7
1095,540216,30,man,54,6
1096,265303,1,woman,26,3
1097,300902,1,man,30,4
1098,485910,60,woman,48,5
1099,796121,65,woman,79,8
1100,510704,59,man,51,6
1101,460622,74,man,46,5
1102,350129,72,man,35,4
1103,510818,1,man,51,6
1104,555209,1,woman,55,6
1105,420103,56,man,42,5
1106,405225,56,woman,40,5
1107,610426,60,man,61,7
1108,556222,62,woman,55,6
1109,315901,58,woman,31,4
1110,285324,10,woman,28,3
1111,790604,61,man,79,8
1112,305725,13,woman,30,4
1113,760820,11,man,76,8
1114,800618,59,man,80,9
1115,205824,36,woman,20,3
1116,735419,69,woman,73,8
1117,766101,20,woman,76,8
1118,691103,20,man,69,7
1119,805105,54,woman,80,9
1120,736021,41,woman,73,8
1121,390302,59,man,39,4
1122,210218,20,man,21,3
1123,225826,20,woman,22,3
1124,280412,21,man,28,3
1125,345330,9,woman,34,4
1126,351023,9,man,35,4
1127,741112,23,man,74,8
1128,300716,7,man,30,4
1129,310924,43,man,31,4
1130,406126,70,woman,40,5
1131,476028,55,woman,47,5
1132,480321,55,man,48,5
1133,585915,37,woman,58,6
1134,591001,37,man,59,6
1135,520721,8,man,52,6
1136,765918,9,woman,76,8
1137,775305,1,woman,77,8
1138,705930,70,woman,70,8
1139,730922,70,man,73,8
1140,460224,18,man,46,5
1141,415422,21,woman,41,5
1142,466119,59,woman,46,5
1143,460515,59,man,46,5
1145,685914,58,woman,68,7
1146,651114,54,man,65,7
1147,300512,3,man,30,4
1148,410515,41,man,41,5
1149,765925,14,woman,76,8
1150,455624,74,woman,45,5
1151,730306,59,man,73,8
1152,810312,74,man,81,9
1153,806115,70,woman,80,9
1154,240131,72,man,24,3
1155,225710,72,woman,22,3
1156,336111,1,woman,33,4
1157,586230,4,woman,58,6
1158,545821,1,woman,54,6
1159,440203,64,man,44,5
1160,385728,64,woman,38,4
1161,730525,7,man,73,8
1162,755219,26,woman,75,8
1163,640828,20,man,64,7
1164,595914,15,woman,59,6
1165,426002,15,woman,42,5
1166,590627,74,man,59,6
1167,545317,74,woman,54,6
1168,780531,19,man,78,8
1169,415124,18,woman,41,5
1170,770428,12,man,77,8
1171,745328,46,woman,74,8
1172,235613,54,woman,23,3
1173,220602,54,man,22,3
1174,705313,29,woman,70,8
1175,251025,1,man,25,3
1176,185831,1,woman,18,2
1177,395621,77,woman,39,4
1178,716004,1,woman,71,8
1179,306005,1,woman,30,4
1180,441006,21,man,44,5
1181,391112,1,man,39,4
1182,466016,66,woman,46,5
1183,421129,54,man,42,5
1186,475805,2,woman,47,5
1187,615906,32,woman,61,7
1188,680919,32,man,68,7
1189,325215,74,woman,32,4
1190,765412,15,woman,76,8
1191,770602,15,man,77,8
1192,255101,10,woman,25,3
1193,260129,19,man,26,3
1194,395614,17,woman,39,4
1195,395122,39,woman,39,4
1196,430416,22,man,43,5
1197,666002,6,woman,66,7
1198,755217,72,woman,75,8
1199,766024,64,woman,76,8
1200,316117,47,woman,31,4
1201,450910,54,man,45,5
1202,806011,47,woman,80,9
1204,746109,77,woman,74,8
1206,570621,50,man,57,6
1207,395917,28,woman,39,4
1208,755901,70,woman,75,8
1209,575409,36,woman,57,6
1210,611012,6,man,61,7
1211,780714,1,man,78,8
1212,275919,13,woman,27,3
1213,660428,1,man,66,7
1214,401115,61,man,40,5
1215,440506,45,man,44,5
1216,455612,65,woman,45,5
1217,370417,59,man,37,4
1218,800527,74,man,80,9
1219,440731,1,man,44,5
1220,536216,40,woman,53,6
1221,735518,14,woman,73,8
1222,396130,7,woman,39,4
1223,555813,14,woman,55,6
1224,380512,56,man,38,4
1225,460821,42,man,46,5
1226,515414,33,woman,51,6
1227,551002,33,man,55,6
1228,495828,21,woman,49,5
1229,710202,19,man,71,8
1231,655927,20,woman,65,7
1232,590413,20,man,59,6
1233,421022,68,man,42,5
1234,750115,23,man,75,8
1235,795712,23,woman,79,8
1236,675428,26,woman,67,7
1237,231107,57,man,23,3
1238,350901,74,man,35,4
1239,765909,11,woman,76,8
1240,765824,32,woman,76,8
1241,426217,73,woman,42,5
1242,445821,73,woman,44,5
1243,746005,11,woman,74,8
1244,640502,1,man,64,7
1245,790813,64,man,79,8
1246,621119,70,man,62,7
1247,696009,70,woman,69,7
1248,710624,19,man,71,8
1250,525801,43,woman,52,6
1251,590530,1,man,59,6
1252,535819,1,woman,53,6
1253,675828,14,woman,67,7
1254,395831,3,woman,39,4
1255,665807,1,woman,66,7
1256,556113,46,woman,55,6
1257,285901,35,woman,28,3
1258,240920,35,man,24,3
1259,660929,18,man,66,7
1260,455103,57,woman,45,5
1261,510928,57,man,51,6
1262,520403,35,man,52,6
1263,595225,35,woman,59,6
1264,766003,61,woman,76,8
1265,586221,57,woman,58,6
1266,526124,71,woman,52,6
1267,545211,29,woman,54,6
1268,490330,29,man,49,5
1269,486231,1,woman,48,5
1270,300516,13,man,30,4
1271,351129,47,man,35,4
1272,440415,8,man,44,5
1273,780615,6,man,78,8
1274,760125,44,man,76,8
1275,516010,1,woman,51,6
1276,425426,68,woman,42,5
1277,310407,70,man,31,4
1278,780912,72,man,78,8
1279,560711,16,man,56,6
1280,520508,34,man,52,6
1281,496228,34,woman,49,5
1282,361127,52,man,36,4
1283,395209,66,woman,39,4
1284,430804,66,man,43,5
1285,391126,62,man,39,4
1286,505313,52,woman,50,6
1287,445809,65,woman,44,5
1288,720520,73,man,72,8
1289,460918,59,man,46,5
1290,760129,35,man,76,8
1291,645418,1,woman,64,7
1292,770428,14,man,77,8
1293,270129,1,man,27,3
1294,305529,1,woman,30,4
1295,445209,74,woman,44,5
1296,595801,55,woman,59,6
1297,185128,64,woman,18,2
1298,210315,64,man,21,3
1299,206016,2,woman,20,3
1300,791027,45,man,79,8
1303,405816,42,woman,40,5
1304,360728,37,man,36,4
1305,455428,55,woman,45,5
1306,226008,32,woman,22,3
1307,530408,74,man,53,6
1308,540218,69,man,54,6
1309,750617,1,man,75,8
1310,775924,41,woman,77,8
1311,566218,54,woman,56,6
1312,355403,35,woman,35,4
1313,701120,54,man,70,8
1314,755609,54,woman,75,8
1315,230226,34,man,23,3
1316,466113,67,woman,46,5
1317,450518,67,man,45,5
1318,310310,47,man,31,4
1321,776109,35,woman,77,8
1322,455922,4,woman,45,5
1323,440106,70,man,44,5
1324,565807,66,woman,56,6
1325,450919,39,man,45,5
1326,565512,55,woman,56,6
1327,636231,20,woman,63,7
1328,375605,42,woman,37,4
1329,180216,26,man,18,2
1330,680917,66,man,68,7
1331,631124,54,man,63,7
1332,576127,5,woman,57,6
1333,490420,48,man,49,5
1334,780206,8,man,78,8
1335,615125,1,woman,61,7
1336,621104,1,man,62,7
1337,795329,56,woman,79,8
1338,830726,56,man,83,9
1339,590504,22,man,59,6
1340,395320,68,woman,39,4
1341,625617,69,woman,62,7
1343,395816,1,woman,39,4
1344,350218,1,man,35,4
1345,680522,32,man,68,7
1346,540829,13,man,54,6
1347,700306,13,man,70,8
1348,755607,13,woman,75,8
1349,685107,26,woman,68,7
1350,590428,1,man,59,6
1351,515924,1,woman,51,6
1352,715401,54,woman,71,8
1353,590213,27,man,59,6
1354,210114,64,man,21,3
1355,765201,35,woman,76,8
1356,320918,1,man,32,4
1359,515904,1,woman,51,6
1360,460819,1,man,46,5
1361,225929,1,woman,22,3
1362,290103,1,man,29,3
1363,796227,6,woman,79,8
1364,331228,1,man,33,4
1365,385223,1,woman,38,4
1366,805302,12,woman,80,9
1367,656027,60,woman,65,7
1368,571230,60,man,57,6
1369,781023,41,man,78,8
1370,655111,34,woman,65,7
1371,486022,49,woman,48,5
1372,766207,28,woman,76,8
1373,755208,74,woman,75,8
1375,770127,69,man,77,8
1376,580903,18,man,58,6
1377,515723,18,woman,51,6
1378,416125,74,woman,41,5
1379,370218,74,man,37,4
1380,535729,44,woman,53,6
1382,796123,18,woman,79,8
1383,821005,29,man,82,9
1384,535424,40,woman,53,6
1385,530830,22,man,53,6
1386,565809,22,woman,56,6
1387,775222,1,woman,77,8
1388,625906,5,woman,62,7
1389,275304,43,woman,27,3
1390,795527,59,woman,79,8
1391,651122,41,man,65,7
1392,320206,50,man,32,4
1393,345501,50,woman,34,4
1394,425822,49,woman,42,5
1395,411018,49,man,41,5
1396,465314,39,woman,46,5
1397,216225,66,woman,21,3
1401,810724,35,man,81,9
1402,361125,44,man,36,4
1403,445102,44,woman,44,5
1404,686220,11,woman,68,7
1406,486112,29,woman,48,5
1407,410804,29,man,41,5
1408,690807,49,man,69,7
1409,510430,25,man,51,6
1410,440203,18,man,44,5
1411,395806,18,woman,39,4
1412,791105,6,man,79,8
1413,695716,11,woman,69,7
1414,746113,70,woman,74,8
1416,271202,19,man,27,3
1417,666112,27,woman,66,7
1418,745616,41,woman,74,8
1419,185125,74,woman,18,2
1420,160120,74,man,16,2
1421,565210,20,woman,56,6
1422,765223,69,woman,76,8
1423,820411,69,man,82,9
1424,520105,8,man,52,6
1425,680827,12,man,68,7
1426,645430,12,woman,64,7
1427,656216,14,woman,65,7
1428,200423,12,man,20,3
1429,275904,12,woman,27,3
1430,825529,64,woman,82,9
1431,306108,55,woman,30,4
1432,615817,16,woman,61,7
1433,595710,72,woman,59,6
1434,670325,72,man,67,7
1435,530625,52,man,53,6
1438,636025,29,woman,63,7
1439,740910,29,man,74,8
1440,780117,1,man,78,8
1441,316205,42,woman,31,4
1442,330418,42,man,33,4
1443,350125,29,man,35,4
1444,425714,29,woman,42,5
1445,410724,68,man,41,5
1446,540729,70,man,54,6
1447,525621,70,woman,52,6
1448,576009,50,woman,57,6
1449,490629,41,man,49,5
1450,695317,61,woman,69,7
1452,405528,72,woman,40,5
1453,665329,29,woman,66,7
1454,251003,73,man,25,3
1455,275902,73,woman,27,3
1456,280424,70,man,28,3
1457,346012,70,woman,34,4
1458,380408,67,man,38,4
1459,760908,4,man,76,8
1460,335313,23,woman,33,4
1461,691221,28,man,69,7
1462,410302,49,man,41,5
1463,365126,70,woman,36,4
1464,285401,36,woman,28,3
1465,310106,36,man,31,4
1466,530822,39,man,53,6
1467,240930,65,man,24,3
1468,405416,77,woman,40,5
1469,665914,54,woman,66,7
1470,420504,1,man,42,5
1471,385915,1,woman,38,4
1472,675910,1,woman,67,7
1473,316206,1,woman,31,4
1474,716215,45,woman,71,8
1475,320331,19,man,32,4
1476,701130,70,man,70,8
1478,690821,4,man,69,7
1479,560622,1,man,56,6
1480,430528,69,man,43,5
1481,336123,62,woman,33,4
1482,505328,46,woman,50,6
1483,515510,1,woman,51,6
1484,520618,1,man,52,6
1485,780514,7,man,78,8
1486,745913,7,woman,74,8
1487,765827,48,woman,76,8
1488,610109,31,man,61,7
1489,280124,6,man,28,3
1490,280420,42,man,28,3
1491,820421,19,man,82,9
1492,685509,9,woman,68,7
1493,221229,1,man,22,3
1494,155322,1,woman,15,2
1495,315210,1,woman,31,4
1496,425608,1,woman,42,5
1497,485803,53,woman,48,5
1498,410209,53,man,41,5
1499,516129,74,woman,51,6
1500,811212,1,man,81,9
1501,460122,68,man,46,5
1502,730124,68,man,73,8
1503,220901,58,man,22,3
1504,185116,58,woman,18,2
1505,715625,65,woman,71,8
1506,310625,22,man,31,4
1507,296122,22,woman,29,3
1508,545630,67,woman,54,6
1509,425419,62,woman,42,5
1510,485130,34,woman,48,5
1511,625306,13,woman,62,7
1512,425811,5,woman,42,5
1513,590821,74,man,59,6
1514,570802,68,man,57,6
1516,466017,38,woman,46,5
1517,561002,66,man,56,6
1518,605728,3,woman,60,7
1519,590706,3,man,59,6
1520,561105,72,man,56,6
1521,791010,5,man,79,8
1522,685514,52,woman,68,7
1523,315830,29,woman,31,4
1524,625113,30,woman,62,7
1525,430309,1,man,43,5
1526,355315,1,woman,35,4
1527,341218,49,man,34,4
1528,640320,57,man,64,7
1529,725620,43,woman,72,8
1530,455806,74,woman,45,5
1531,605628,52,woman,60,7
1532,621030,52,man,62,7
1533,601222,55,man,60,7
1534,526222,17,woman,52,6
1535,361028,40,man,36,4
1536,676013,37,woman,67,7
1537,791207,54,man,79,8
1539,231119,32,man,23,3
1540,371107,36,man,37,4
1541,335306,36,woman,33,4
1542,191208,31,man,19,2
1543,275602,31,woman,27,3
1546,300413,28,man,30,4
1547,276220,28,woman,27,3
1548,230304,70,man,23,3
1549,286114,70,woman,28,3
1550,466121,8,woman,46,5
1554,441215,55,man,44,5
1555,500914,30,man,50,6
1556,500402,66,man,50,6
1557,596214,35,woman,59,6
1558,275125,11,woman,27,3
1559,401020,72,man,40,5
1561,235916,1,woman,23,3
1562,190814,1,man,19,2
1563,780806,3,man,78,8
1564,475625,40,woman,47,5
1565,600519,71,man,60,7
1566,666020,15,woman,66,7
1567,300419,50,man,30,4
1568,275629,50,woman,27,3
1569,565717,54,woman,56,6
1570,580617,54,man,58,6
1571,676015,7,woman,67,7
1572,636212,1,woman,63,7
1574,790218,18,man,79,8
1575,236006,55,woman,23,3
1576,190502,55,man,19,2
1577,440419,23,man,44,5
1578,715815,40,woman,71,8
1579,631013,27,man,63,7
1580,685618,1,woman,68,7
1581,635415,56,woman,63,7
1582,340214,54,man,34,4
1583,725108,1,woman,72,8
1584,625129,1,woman,62,7
1585,350720,60,man,35,4
1586,345112,60,woman,34,4
1587,280505,23,man,28,3
1588,501029,45,man,50,6
1589,516127,48,woman,51,6
1590,405810,13,woman,40,5
1591,535707,42,woman,53,6
1592,280411,56,man,28,3
1593,255531,56,woman,25,3
1594,390929,56,man,39,4
1595,546216,56,woman,54,6
1596,786022,58,woman,78,8
1597,560510,60,man,56,6
1598,250425,67,man,25,3
1599,641008,43,man,64,7
1600,655615,43,woman,65,7
1601,695329,42,woman,69,7
1602,681230,42,man,68,7
1603,680827,26,man,68,7
1604,695721,26,woman,69,7
1605,805921,52,woman,80,9
1606,820902,65,man,82,9
1607,415526,8,woman,41,5
1608,411111,53,man,41,5
1609,445530,53,woman,44,5
1610,425423,68,woman,42,5
1611,636202,59,woman,63,7
1612,590630,59,man,59,6
1613,610115,50,man,61,7
1614,380518,21,man,38,4
1615,525428,74,woman,52,6
1616,380523,54,man,38,4
1617,505430,5,woman,50,6
1618,796207,17,woman,79,8
1619,425127,74,woman,42,5
1620,360515,74,man,36,4
1621,525405,76,woman,52,6
1622,501012,52,man,50,6
1623,630709,36,man,63,7
1624,650910,9,man,65,7
1625,735712,9,woman,73,8
1628,575325,12,woman,57,6
1629,660901,28,man,66,7
1630,645219,28,woman,64,7
1631,760430,74,man,76,8
1632,435220,8,woman,43,5
1633,725828,55,woman,72,8
1634,691110,55,man,69,7
1635,305902,75,woman,30,4
1636,320912,75,man,32,4
1637,431020,21,man,43,5
1638,545130,40,woman,54,6
1639,595501,1,woman,59,6
1640,535613,51,woman,53,6
1641,235128,31,woman,23,3
1642,596010,1,woman,59,6
1643,765417,39,woman,76,8
1644,760606,56,man,76,8
1645,615310,39,woman,61,7
1646,660317,8,man,66,7
1647,785326,71,woman,78,8
1648,520312,46,man,52,6
1649,505316,46,woman,50,6
1650,530329,1,man,53,6
1651,665710,11,woman,66,7
1653,440619,42,man,44,5
1654,631208,60,man,63,7
1655,720204,74,man,72,8
1656,685618,22,woman,68,7
1657,351002,32,man,35,4
1658,295821,52,woman,29,3
1659,376215,1,woman,37,4
1660,826211,1,woman,82,9
1661,535416,47,woman,53,6
1662,670907,53,man,67,7
1663,570429,19,man,57,6
1664,186110,64,woman,18,2
1665,120302,64,man,12,2
1666,410831,1,man,41,5
1667,405813,1,woman,40,5
1668,495817,20,woman,49,5
1669,521025,47,man,52,6
1670,610507,53,man,61,7
1671,315915,57,woman,31,4
1672,280107,57,man,28,3
1673,720709,48,man,72,8
1674,206027,11,woman,20,3
1675,400215,74,man,40,5
1676,530203,53,man,53,6
1677,465907,53,woman,46,5
1679,425417,67,woman,42,5
1680,755328,29,woman,75,8
1681,401125,34,man,40,5
1682,560907,69,man,56,6
1683,516224,15,woman,51,6
1684,461025,15,man,46,5
1685,445421,61,woman,44,5
1686,476108,1,woman,47,5
1687,470227,1,man,47,5
1688,230810,32,man,23,3
1689,361204,1,man,36,4
1690,475817,46,woman,47,5
1691,785208,21,woman,78,8
1692,720207,62,man,72,8
1693,805706,45,woman,80,9
1694,791227,45,man,79,8
1696,235321,1,woman,23,3
1697,645110,55,woman,64,7
1698,671121,55,man,67,7
1699,550311,17,man,55,6
1700,490309,7,man,49,5
1701,455611,7,woman,45,5
1702,735407,53,woman,73,8
1703,180111,50,man,18,2
1704,146003,50,woman,14,2
1705,465701,19,woman,46,5
1706,440719,19,man,44,5
1707,510218,10,man,51,6
1709,526213,74,woman,52,6
1710,440211,54,man,44,5
1711,625614,64,woman,62,7
1712,640101,64,man,64,7
1713,350421,65,man,35,4
1714,450522,58,man,45,5
1717,795307,73,woman,79,8
1718,380727,75,man,38,4
1719,700809,35,man,70,8
1720,345224,33,woman,34,4
1721,340702,33,man,34,4
1722,331001,68,man,33,4
1723,815228,71,woman,81,9
1724,346021,68,woman,34,4
1725,595118,76,woman,59,6
1726,520603,76,man,52,6
1727,510121,32,man,51,6
1728,465818,32,woman,46,5
1729,470516,76,man,47,5
1730,321215,40,man,32,4
1731,686130,17,woman,68,7
1733,745720,57,woman,74,8
1734,751110,26,man,75,8
1735,765531,26,woman,76,8
1736,795417,41,woman,79,8
1737,550730,27,man,55,6
1738,635125,27,woman,63,7
1741,320702,70,man,32,4
1742,540606,1,man,54,6
1743,590727,3,man,59,6
1744,696228,50,woman,69,7
1745,596018,23,woman,59,6
1746,595910,11,woman,59,6
1747,560220,11,man,56,6
1748,761231,64,man,76,8
1749,286117,50,woman,28,3
1750,641231,23,man,64,7
1751,590124,54,man,59,6
1752,781123,70,man,78,8
1753,795226,60,woman,79,8
1754,790529,57,man,79,8
1755,655818,65,woman,65,7
1756,360708,1,man,36,4
1757,375930,1,woman,37,4
1758,471113,35,man,47,5
1759,235116,63,woman,23,3
1760,230307,77,man,23,3
1761,480423,45,man,48,5
1762,561230,61,man,56,6
1763,671207,46,man,67,7
1764,710709,66,man,71,8
1765,750803,9,man,75,8
1768,510427,29,man,51,6
1769,490805,12,man,49,5
1770,516015,12,woman,51,6
1771,276020,54,woman,27,3
1772,795921,73,woman,79,8
1774,716005,32,woman,71,8
1775,431208,73,man,43,5
1776,546024,30,woman,54,6
1777,635108,69,woman,63,7
1778,680902,69,man,68,7
1779,351126,37,man,35,4
1780,546209,54,woman,54,6
1781,240816,67,man,24,3
1782,481224,19,man,48,5
1783,466005,1,woman,46,5
1784,806102,2,woman,80,9
1785,751125,39,man,75,8
1786,345625,63,woman,34,4
1787,311128,63,man,31,4
1788,500323,1,man,50,6
1789,335807,61,woman,33,4
1790,530528,1,man,53,6
1791,665512,5,woman,66,7
1792,750901,54,man,75,8
1793,455317,41,woman,45,5
1794,405330,54,woman,40,5
1795,605228,38,woman,60,7
1796,381123,10,man,38,4
1797,416104,10,woman,41,5
1798,330708,70,man,33,4
1799,590626,36,man,59,6
1800,435928,63,woman,43,5
1801,700101,66,man,70,8
1802,646016,66,woman,64,7
1803,465512,25,woman,46,5
1806,520103,5,man,52,6
1807,350630,47,man,35,4
1808,335626,47,woman,33,4
1809,310512,24,man,31,4
1810,190630,41,man,19,2
1811,390329,1,man,39,4
1812,475517,36,woman,47,5
1813,490928,36,man,49,5
1814,400312,57,man,40,5
1815,775224,16,woman,77,8
1816,510724,62,man,51,6
1817,536206,47,woman,53,6
1818,561002,47,man,56,6
1819,795420,43,woman,79,8
1820,286120,50,woman,28,3
1821,410424,1,man,41,5
1822,225913,71,woman,22,3
1823,785807,1,woman,78,8
1824,600803,69,man,60,7
1825,745424,51,woman,74,8
1826,370912,13,man,37,4
1827,415816,13,woman,41,5
1828,621114,69,man,62,7
1829,425816,51,woman,42,5
1830,520203,33,man,52,6
1831,761009,51,man,76,8
1832,665731,1,woman,66,7
1833,661115,30,man,66,7
1834,270219,7,man,27,3
1835,285311,7,woman,28,3
1836,445307,36,woman,44,5
1837,570113,67,man,57,6
1838,596127,67,woman,59,6
1839,366218,5,woman,36,4
1840,351028,5,man,35,4
1841,535323,67,woman,53,6
1842,430913,9,man,43,5
1843,395125,48,woman,39,4
1844,225203,74,woman,22,3
1845,181114,74,man,18,2
1846,801212,48,man,80,9
1847,795130,52,woman,79,8
1848,245702,6,woman,24,3
1849,225924,57,woman,22,3
1850,425705,52,woman,42,5
1851,755912,31,woman,75,8
1852,620905,50,man,62,7
1853,650818,1,man,65,7
1854,325527,70,woman,32,4
1856,685822,54,woman,68,7
1857,640316,54,man,64,7
1860,646031,1,woman,64,7
1861,570715,29,man,57,6
1862,776009,50,woman,77,8
1863,520216,54,man,52,6
1864,480314,22,man,48,5
1865,495609,22,woman,49,5
1866,425611,64,woman,42,5
1867,445924,1,woman,44,5
1868,800216,60,man,80,9
1869,335214,1,woman,33,4
1870,350429,1,man,35,4
1871,805220,1,woman,80,9
1872,635124,52,woman,63,7
1873,681026,52,man,68,7
1874,461020,1,man,46,5
1875,761019,15,man,76,8
1876,510701,1,man,51,6
1877,575821,47,woman,57,6
1878,630902,47,man,63,7
1879,445402,21,woman,44,5
1880,740808,1,man,74,8
1881,340124,72,man,34,4
1882,325524,72,woman,32,4
1883,616027,18,woman,61,7
1884,765126,59,woman,76,8
1885,705107,47,woman,70,8
1886,200407,34,man,20,3
1887,260715,54,man,26,3
1888,185924,66,woman,18,2
1889,575728,32,woman,57,6
1890,555814,14,woman,55,6
1891,595304,62,woman,59,6
1892,280326,66,man,28,3
1893,345211,66,woman,34,4
1894,476105,1,woman,47,5
1895,656103,47,woman,65,7
1896,820208,48,man,82,9
1897,695307,36,woman,69,7
1898,610801,73,man,61,7
1899,410703,10,man,41,5
1900,651122,23,man,65,7
1901,626107,23,woman,62,7
1903,395830,1,woman,39,4
1904,410222,66,man,41,5
1905,495518,72,woman,49,5
1906,220707,63,man,22,3
1907,285908,75,woman,28,3
1908,200117,33,man,20,3
1909,445316,35,woman,44,5
1910,461108,67,man,46,5
1911,385421,48,woman,38,4
1912,720226,57,man,72,8
1913,680415,69,man,68,7
1914,425620,39,woman,42,5
1915,390909,39,man,39,4
1916,260719,28,man,26,3
1917,695313,69,woman,69,7
1919,490504,30,man,49,5
1920,750807,42,man,75,8
1921,466026,1,woman,46,5
1922,490403,1,man,49,5
1923,585507,1,woman,58,6
1924,380529,67,man,38,4
1925,380623,37,man,38,4
1926,355208,37,woman,35,4
1927,520426,77,man,52,6
1928,525814,77,woman,52,6
1929,555815,65,woman,55,6
1930,345221,38,woman,34,4
1931,426114,16,woman,42,5
1932,405121,15,woman,40,5
1934,336121,70,woman,33,4
1935,295512,68,woman,29,3
1936,556016,15,woman,55,6
1937,600327,15,man,60,7
1938,395930,57,woman,39,4
1939,250814,1,man,25,3
1940,235122,1,woman,23,3
1941,215712,10,woman,21,3
1942,150510,10,man,15,2
1943,260211,39,man,26,3
1944,575122,31,woman,57,6
1945,540603,54,man,54,6
1946,350719,72,man,35,4
1947,810208,23,man,81,9
1948,395219,71,woman,39,4
1949,420623,71,man,42,5
1950,290706,26,man,29,3
1951,710429,41,man,71,8
1952,715309,52,woman,71,8
1953,650922,52,man,65,7
1954,520728,69,man,52,6
1955,716028,66,woman,71,8
1956,255709,1,woman,25,3
1957,720304,63,man,72,8
1958,776121,63,woman,77,8
1959,201226,1,man,20,3
1960,460823,22,man,46,5
1961,205604,31,woman,20,3
1962,501118,6,man,50,6
1963,450612,38,man,45,5
1964,310805,17,man,31,4
1965,390810,75,man,39,4
1966,485701,19,woman,48,5
1967,636115,1,woman,63,7
1968,600813,1,man,60,7
1969,265826,53,woman,26,3
1970,476105,1,woman,47,5
1971,695314,3,woman,69,7
1972,465429,1,woman,46,5
1973,315913,60,woman,31,4
1974,180714,10,man,18,2
1975,155927,10,woman,15,2
1976,181012,72,man,18,2
1977,356025,10,woman,35,4
1978,525522,18,woman,52,6
1979,265319,51,woman,26,3
1980,590430,77,man,59,6
1981,705922,19,woman,70,8
1982,770708,53,man,77,8
1983,825205,53,woman,82,9
1984,260829,1,man,26,3
1985,371213,6,man,37,4
1986,425813,6,woman,42,5
1988,520504,13,man,52,6
1989,395113,50,woman,39,4
1990,431125,50,man,43,5
1991,181109,64,man,18,2
1993,750621,1,man,75,8
1994,675706,1,woman,67,7
1995,415410,50,woman,41,5
1996,370320,1,man,37,4
1997,776109,1,woman,77,8
1998,786215,40,woman,78,8
1999,825210,74,woman,82,9
2000,425509,39,woman,42,5
2001,775805,34,woman,77,8
2002,186126,70,woman,18,2
2003,210615,70,man,21,3
2004,745203,1,woman,74,8
2005,791003,30,man,79,8
2006,625822,41,woman,62,7
2007,580913,41,man,58,6
2008,400607,47,man,40,5
2009,360116,12,man,36,4
2010,520812,37,man,52,6
2011,256118,46,woman,25,3
2012,230627,46,man,23,3
2013,405710,1,woman,40,5
2015,686115,1,woman,68,7
2016,341009,55,man,34,4
2017,315123,55,woman,31,4
2018,455825,56,woman,45,5
2019,320928,73,man,32,4
2020,256220,73,woman,25,3
2021,191208,67,man,19,2
2022,391112,56,man,39,4
2023,315902,56,woman,31,4
2024,340415,62,man,34,4
2025,411231,39,man,41,5
2026,346203,39,woman,34,4
2027,300122,12,man,30,4
2028,246017,12,woman,24,3
2029,235919,5,woman,23,3
2030,805804,5,woman,80,9
2031,261215,54,man,26,3
2032,430321,1,man,43,5
2033,375702,1,woman,37,4
2034,260612,13,man,26,3
2035,285727,13,woman,28,3
2037,485826,69,woman,48,5
2038,805329,1,woman,80,9
2039,695120,68,woman,69,7
2040,440807,59,man,44,5
2041,560811,68,man,56,6
2042,820704,49,man,82,9
2043,545915,77,woman,54,6
2044,615918,32,woman,61,7
2045,560822,28,man,56,6
2046,525826,28,woman,52,6
2047,435725,11,woman,43,5
2048,285603,23,woman,28,3
2049,270220,70,man,27,3
2050,325523,70,woman,32,4
2051,186207,74,woman,18,2
2052,140519,74,man,14,2
2053,180207,16,man,18,2
2054,481206,48,man,48,5
2055,765831,56,woman,76,8
2056,781209,1,man,78,8
2057,765102,6,woman,76,8
2058,710302,76,man,71,8
2059,720630,43,man,72,8
2060,715604,43,woman,71,8
2061,530727,63,man,53,6
2062,545522,63,woman,54,6
2063,505926,68,woman,50,6
2064,260730,53,man,26,3
2065,780820,64,man,78,8
2066,721027,1,man,72,8
2067,791020,56,man,79,8
2068,305524,72,woman,30,4
2069,235101,70,woman,23,3
2070,725723,70,woman,72,8
2071,731219,1,man,73,8
2072,445209,75,woman,44,5
2073,560208,22,man,56,6
2074,615916,24,woman,61,7
2075,220129,74,man,22,3
2076,575207,63,woman,57,6
2077,305301,44,woman,30,4
2078,785803,10,woman,78,8
2079,255529,72,woman,25,3
2080,631226,60,man,63,7
2081,726106,46,woman,72,8
2082,330204,67,man,33,4
2083,430312,71,man,43,5
2084,295216,1,woman,29,3
2085,281128,1,man,28,3
2086,546029,35,woman,54,6
2087,770929,68,man,77,8
2088,485826,32,woman,48,5
2089,675609,70,woman,67,7
2090,701007,70,man,70,8
2091,285117,48,woman,28,3
2092,450321,72,man,45,5
2093,700624,48,man,70,8
2094,755906,48,woman,75,8
2095,740430,9,man,74,8
2096,745906,74,woman,74,8
2097,361111,53,man,36,4
2098,395528,53,woman,39,4
2099,180116,1,man,18,2
2100,315929,33,woman,31,4
2101,350624,33,man,35,4
2102,410527,51,man,41,5
2103,445204,18,woman,44,5
2104,480108,37,man,48,5
2105,475718,42,woman,47,5
2106,215321,74,woman,21,3
2107,230418,74,man,23,3
2108,455421,77,woman,45,5
2109,505514,15,woman,50,6
